Folder,Area,Width,Height,Alpha,Ep,K,N
Files_-2727413755749325010,242,11,22,71.99583839,0.1,1.34774429,1
Files_-5581498667902283050,242,11,22,70.70995378,0.1,1.31836304,1
Files_6461710459511589743,253,11,23,81.83502499,0.1,0.94897613,1
Files_-4364181145056693333,253,11,23,80.49728599,0.1,1.07464683,1
Files_-3079343004854506043,253,11,23,79.16992046,0.1,1.15629634,1
Files_-7945701483127144117,253,11,23,77.85421508,0.1,1.23034813,1
Files_8099713866921816001,253,11,23,76.55138495,0.1,1.26921916,1
Files_465068947986138313,253,11,23,75.26256833,0.1,1.34408445,1
Files_-715223700982932258,253,11,23,73.98882252,0.1,1.37447182,1
Files_-3349728420079697084,253,11,23,72.73112073,0.1,1.37963073,1
Files_8013594508554273742,253,11,23,71.49035007,0.1,1.35307934,1
Files_-457745144110359306,264,11,24,82.17092349,0.1,0.98388042,1
Files_-900966055286356644,264,11,24,80.88644725,0.1,1.08842476,1
Files_6071403010144849828,264,11,24,79.61114218,0.1,1.19053042,1
Files_7909090612939422180,264,11,24,78.34615941,0.1,1.25615902,1
Files_8949076706681422487,264,11,24,77.09259133,0.1,1.30095484,1
Files_3013076743514727918,264,11,24,75.85146705,0.1,1.37118465,1
Files_-5900839154460849603,264,11,24,74.62374875,0.1,1.40464026,1
Files_-8293210837576391789,264,11,24,73.41032874,0.1,1.40568735,1
Files_7145246208954199681,264,11,24,72.21202746,0.1,1.36412487,1
Files_76725998886163666,275,11,25,82.48042967,0.1,0.97668195,1
Files_9189529717780898996,275,11,25,81.24522701,0.1,1.11283318,1
Files_-1899108280673926904,275,11,25,80.01817071,0.1,1.20922845,1
Files_3731101265782812032,275,11,25,78.80029398,0.1,1.28479367,1
Files_-2996199984579815424,275,11,25,77.59258147,0.1,1.32872135,1
Files_-4688219452467575078,275,11,25,76.39596544,0.1,1.39167484,1
Files_-3157573269732553910,275,11,25,75.21132239,0.1,1.43358432,1
Files_-7322845217991221354,275,11,25,74.03947051,0.1,1.43084247,1
Files_-7135948733404670684,275,11,25,72.88116766,0.1,1.38786079,1
Files_-5928512845222017699,286,11,26,82.7665204,0.1,1.01786884,1
Files_6088583021311279411,286,11,26,81.57702427,0.1,1.1342717,1
Files_-763674706331427920,286,11,26,80.39479584,0.1,1.23508115,1
Files_-1968813853214588399,286,11,26,79.22076539,0.1,1.30776497,1
Files_-27416389343553139,286,11,26,78.05582281,0.1,1.35264055,1
Files_6478383536451570452,286,11,26,76.9008143,0.1,1.41483079,1
Files_3116114283833439015,286,11,26,75.75653943,0.1,1.43763039,1
Files_1512251650763292756,286,11,26,74.62374875,0.1,1.44767201,1
Files_-8079185308864108960,286,11,26,73.50314199,0.1,1.41254064,1
Files_-7648483472629277471,297,11,27,83.03174326,0.1,1.05734237,1
Files_5205764664069344316,297,11,27,81.88475266,0.1,1.16140559,1
Files_1520262947672778376,297,11,27,80.74427226,0.1,1.25746849,1
Files_-1668732907272982420,297,11,27,79.61114218,0.1,1.32668875,1
Files_-5272381480910648333,297,11,27,78.48616882,0.1,1.39120645,1
Files_-5965875181932610809,297,11,27,77.37012183,0.1,1.4406607,1
Files_-4686371728378257487,297,11,27,76.26373169,0.1,1.4733104,1
Files_-4148508696535469180,297,11,27,75.16768751,0.1,1.46506113,1
Files_3400420959381717165,297,11,27,74.0826353,0.1,1.43122857,1
Files_8488498551808046021,308,11,28,83.27829088,0.1,1.07518404,1
Files_1652267590436196498,308,11,28,82.17092349,0.1,1.18867734,1
Files_125152682530913156,308,11,28,81.0694099,0.1,1.27108422,1
Files_-5044020891416690195,308,11,28,79.97451105,0.1,1.34836296,1
Files_-3620680724480913145,308,11,28,78.88695946,0.1,1.39622917,1
Files_1413461155570648188,308,11,28,77.80745673,0.1,1.46708261,1
Files_-655123643230455403,308,11,28,76.73667126,0.1,1.49296396,1
Files_2607494652366431812,308,11,28,75.67523637,0.1,1.48599706,1
Files_-3790826419914293799,308,11,28,74.62374875,0.1,1.44117403,1
Files_4454555407966047665,319,11,29,83.50806042,0.1,1.09445897,1
Files_-6055431850533876186,319,11,29,82.4377125,0.1,1.19455088,1
Files_-4539291672680557384,319,11,29,81.37264686,0.1,1.28889158,1
Files_-6246104766010121756,319,11,29,80.31355462,0.1,1.35674326,1
Files_7703526858909895293,319,11,29,79.2611029,0.1,1.42985503,1
Files_8816295245729064444,319,11,29,78.21593254,0.1,1.47922855,1
Files_1887033273914011500,319,11,29,77.17865621,0.1,1.50069894,1
Files_287009957707800750,319,11,29,76.14985666,0.1,1.49953431,1
Files_-3322703822481519521,319,11,29,75.13008535,0.1,1.44370956,1
Files_4365449012019763243,330,11,30,83.72270151,0.1,1.10585616,1
Files_3823138106850544993,330,11,30,82.68701375,0.1,1.21293468,1
Files_2708816611252426667,330,11,30,81.65610842,0.1,1.30540641,1
Files_-8130351218990475703,330,11,30,80.6306149,0.1,1.38510928,1
Files_-2852237523794003625,330,11,30,79.61114218,0.1,1.44330615,1
Files_-492565584960649916,330,11,30,78.59827687,0.1,1.49606823,1
Files_1917932113296271607,330,11,30,77.59258147,0.1,1.51555984,1
Files_-3927764152740971690,330,11,30,76.59459295,0.1,1.51392905,1
Files_-6720648286130418945,330,11,30,75.60482134,0.1,1.45661413,1
Files_1827155698934113158,341,11,31,83.92365518,0.1,1.11700277,1
Files_-7065605701054514965,341,11,31,82.92048357,0.1,1.22191006,1
Files_2939398032282299341,341,11,31,81.92165534,0.1,1.3196244,1
Files_-6377653447264932009,341,11,31,80.92774515,0.1,1.38819664,1
Files_7827797533602569646,341,11,31,79.9393102,0.1,1.45294655,1
Files_-2191086767436274578,341,11,31,78.95688854,0.1,1.50740352,1
Files_-6706291447843679623,341,11,31,77.98099755,0.1,1.5248607,1
Files_-4752418138967092866,341,11,31,77.01213262,0.1,1.5212249,1
Files_7799491600327155764,341,11,31,76.050766,0.1,1.46742151,1
Files_3287746873388435630,352,11,32,84.11218572,0.1,1.12564307,1
Files_7016133616637620833,352,11,32,83.13957648,0.1,1.23944489,1
Files_-8524926173721881443,352,11,32,82.17092349,0.1,1.32141051,1
Files_-2215078598829396635,352,11,32,81.2067527,0.1,1.40329592,1
Files_8707219298299397539,352,11,32,80.24757506,0.1,1.46622545,1
Files_7847608931084038458,352,11,32,79.29388506,0.1,1.51376507,1
Files_4240266966312268171,352,11,32,78.34615941,0.1,1.53031118,1
Files_-556150110036158382,352,11,32,77.40485582,0.1,1.53123287,1
Files_-2602595082041886441,352,11,32,76.47041197,0.1,1.46889148,1
Files_-2244236906075164955,363,11,33,84.28940686,0.1,1.13670051,1
Files_-4051510852533553818,363,11,33,83.34557495,0.1,1.25913655,1
Files_-4716056192590608839,363,11,33,82.40535663,0.1,1.34308209,1
Files_-5466351198927095525,363,11,33,81.46923439,0.1,1.41621375,1
Files_1986923725700547944,363,11,33,80.53767779,0.1,1.49284818,1
Files_8571050129721993783,363,11,33,79.61114218,0.1,1.5218285,1
Files_6586069033699296555,363,11,33,78.69006753,0.1,1.54436854,1
Files_-6599495374242954993,363,11,33,77.77487732,0.1,1.53727641,1
Files_-8027620267929238012,363,11,33,76.86597769,0.1,1.47596444,1
Files_-323880095424814474,374,11,34,84.45630351,0.1,1.14951141,1
Files_-3080523296310777678,374,11,34,83.53961396,0.1,1.25872234,1
Files_-6177773564888340119,374,11,34,82.62623364,0.1,1.34570956,1
Files_5979599174194242241,374,11,34,81.71660615,0.1,1.42369756,1
Files_6893515833518606502,374,11,34,80.81116392,0.1,1.49280883,1
Files_-6638398964155309305,374,11,34,79.91032703,0.1,1.526944,1
Files_3382162531988598608,374,11,34,79.01450222,0.1,1.55604229,1
Files_4637277883080025527,374,11,34,78.12408191,0.1,1.54904797,1
Files_715810502080912746,374,11,34,77.23944336,0.1,1.48488949,1
Files_-2968689691488525563,385,11,35,84.61374973,0.1,1.15857116,1
Files_4038403899826073354,385,11,35,83.72270151,0.1,1.26496153,1
Files_8470854029697363,385,11,35,82.83469127,0.1,1.35142772,1
Files_1702730822119890003,385,11,35,81.95012773,0.1,1.42815046,1
Files_7211198375561365626,385,11,35,81.0694099,0.1,1.49258743,1
Files_1022458336347146400,385,11,35,80.19292605,0.1,1.53201203,1
Files_-6780646647802891892,385,11,35,79.3210528,0.1,1.55426778,1
Files_6529833468850009329,385,11,35,78.45415431,0.1,1.54561019,1
Files_1590887001102581718,385,11,35,77.59258147,0.1,1.47878422,1
Files_2469757831963086283,396,11,36,84.76252393,0.1,1.16142221,1
Files_5084530023833141710,396,11,36,83.89573586,0.1,1.26893472,1
Files_-5865515850276411556,396,11,36,83.03174326,0.1,1.3577985,1
Files_-6414913439175325639,396,11,36,82.17092349,0.1,1.45552481,1
Files_-8507246297978120183,396,11,36,81.31364542,0.1,1.49038186,1
Files_8194755955097493788,396,11,36,80.46026854,0.1,1.54058236,1
Files_114234715079883495,396,11,36,79.61114218,0.1,1.57532984,1
Files_6488177645405994089,396,11,36,78.76660472,0.1,1.54696922,1
Files_1654017457325411635,396,11,36,77.92698293,0.1,1.47880286,1
Files_6556800126214348887,407,11,37,84.90332154,0.1,1.16255564,1
Files_7665946445485009046,407,11,37,84.05951999,0.1,1.27435431,1
Files_-1565000402506770099,407,11,37,83.21829646,0.1,1.36728097,1
Files_-2227325564347498570,407,11,37,82.38000003,0.1,1.43917695,1
Files_8762332583626537147,407,11,37,81.54497232,0.1,1.5038039,1
Files_-9048043003062804662,407,11,37,80.71354677,0.1,1.54600613,1
Files_6883646445324968920,407,11,37,79.88604785,0.1,1.56816263,1
Files_-948941579680038068,407,11,37,79.06279047,0.1,1.55767455,1
Files_1212939308188947397,407,11,37,78.24407929,0.1,1.47822537,1
Files_-7564510870070310067,418,11,38,85.03676572,0.1,1.16663004,1
Files_-6986103798239867434,418,11,38,84.21477387,0.1,1.28339336,1
Files_2301831666842964919,418,11,38,83.3951645,0.1,1.37315488,1
Files_7325472561664465479,418,11,38,82.57826111,0.1,1.44296965,1
Files_-2482164205873155016,418,11,38,81.76438068,0.1,1.50521267,1
Files_-4927549730992840554,418,11,38,80.95383294,0.1,1.54746341,1
Files_-3562739183241899025,418,11,38,80.1469198,0.1,1.56479013,1
Files_4490508536474608436,418,11,38,79.34393467,0.1,1.55133532,1
Files_3346058929444799535,418,11,38,78.54516197,0.1,1.47763987,1
Files_3101220145790763176,429,11,39,85.16341655,0.1,1.16794362,1
Files_-8629496508774711621,429,11,39,84.3621449,0.1,1.29372546,1
Files_-4154369020196625115,429,11,39,83.5630794,0.1,1.36957372,1
Files_8522362469666690019,429,11,39,82.7665204,0.1,1.44778934,1
Files_-5811023543187290586,429,11,39,81.97276249,0.1,1.51737943,1
Files_2329750923666366472,429,11,39,81.18209388,0.1,1.55191291,1
Files_-4759543465152271818,429,11,39,80.39479584,0.1,1.55554608,1
Files_5806947170788058201,429,11,39,79.61114218,0.1,1.5569276,1
Files_-7203241718193396953,429,11,39,78.83139871,0.1,1.47343446,1
Files_-2578250153103015631,440,11,40,85.28377877,0.1,1.16822475,1
Files_6730766959799711570,440,11,40,84.50221675,0.1,1.28683061,1
Files_-1958780799634488624,440,11,40,83.72270151,0.1,1.37315839,1
Files_-8380413888440102908,440,11,40,82.94551235,0.1,1.45448038,1
Files_-4304900704628769835,440,11,40,82.17092349,0.1,1.51730223,1
Files_1272805533722657012,440,11,40,81.39920353,0.1,1.55399459,1
Files_1344491137414335349,440,11,40,80.6306149,0.1,1.56724367,1
Files_-741997748187111754,440,11,40,79.86541344,0.1,1.55206048,1
Files_362475588315973553,440,11,40,79.10384786,0.1,1.47064948,1
Files_-1074404611159403404,451,11,41,85.3983084,0.1,1.17432722,1
Files_3625643077372456171,451,11,41,84.63551706,0.1,1.28426584,1
Files_-7247668099177760349,451,11,41,83.87462806,0.1,1.3793787,1
Files_3088833049248920161,451,11,41,83.11590156,0.1,1.45525513,1
Files_3138582354688369228,451,11,41,82.35959324,0.1,1.51329077,1
Files_-2053797756248115568,451,11,41,81.60595376,0.1,1.55256719,1
Files_-5116171884558078717,451,11,41,80.85522835,0.1,1.56878233,1
Files_-4953625650308541226,451,11,41,80.10765631,0.1,1.55104445,1
Files_-2139816861733645177,451,11,41,79.36347069,0.1,1.46560793,1
Files_8921117102069721957,462,11,42,85.50741852,0.1,1.18267262,1
Files_-6453882701975767170,462,11,42,84.76252393,0.1,1.29103999,1
Files_4673646835941796104,462,11,42,84.01940048,0.1,1.38487743,1
Files_-4103965628757961441,462,11,42,83.27829088,0.1,1.45988354,1
Files_455132440473351120,462,11,42,82.53943387,0.1,1.51651125,1
Files_1437221455772094044,462,11,42,81.80306374,0.1,1.55855489,1
Files_1581075192690089182,462,11,42,81.0694099,0.1,1.56701986,1
Files_5660052618129240975,462,11,42,80.33869653,0.1,1.54466496,1
Files_-8809405818858969958,462,11,42,79.61114218,0.1,1.46641279,1
Files_2360011740716517548,473,11,43,85.61148418,0.1,1.17714856,1
Files_7509169240011287985,473,11,43,84.88367161,0.1,1.29335446,1
Files_4860564750908438389,473,11,43,84.15751073,0.1,1.38176518,1
Files_8208284381998516000,473,11,43,83.43322835,0.1,1.45206876,1
Files_2556223956263788718,473,11,43,82.71104768,0.1,1.51539729,1
Files_8803929947558296274,473,11,43,81.99118799,0.1,1.55479079,1
Files_-2107681637543561565,473,11,43,81.27386422,0.1,1.56118558,1
Files_-7303105120134967871,473,11,43,80.55928661,0.1,1.54399903,1
Files_-903284567153133235,473,11,43,79.84766036,0.1,1.45787188,1
Files_1118339319377179159,144,12,12,73.30075577,0.1,0.51077026,1
Files_-2672558447878947614,144,12,12,70.70995378,0.1,0.37976811,1
Files_-5171714147136997237,144,12,12,68.19859051,0.1,0.48898272,1
Files_-6921051369443853116,144,12,12,65.77225468,0.1,0.46676834,1
Files_-8325957162963189115,144,12,12,63.43494882,0.1,0.40584123,2
Files_6401777789934153172,144,12,12,61.18920626,0.1,0.60806929,1
Files_8197031716487208945,144,12,12,59.03624347,0.1,0.52460706,2
Files_8956707090726245162,144,12,12,56.97613244,0.1,0.70993841,1
Files_6202450430562938379,144,12,12,55.0079798,0.1,0.72200587,1
Files_7720616522969375630,156,12,13,74.52136183,0.1,0.56448999,1
Files_-1274520110876157918,156,12,13,72.09555249,0.1,0.40494353,2
Files_8808028062335873980,156,12,13,69.73430253,0.1,0.55336327,1
Files_-3223140791688971098,156,12,13,67.44275337,0.1,0.54032684,2
Files_7933633664073866083,156,12,13,65.22485943,0.1,0.49681488,2
Files_-1504486634242472514,156,12,13,63.08344538,0.1,0.53885682,2
Files_-3732727638085080160,156,12,13,61.0202923,0.1,0.53589128,2
Files_-8288412820978220236,156,12,13,59.03624347,0.1,0.73663899,1
Files_957898556832249183,156,12,13,57.13132107,0.1,0.8433908,1
Files_2184565747149160085,168,12,14,75.57922687,0.1,0.51718059,1
Files_8531430124601321518,168,12,14,73.30075577,0.1,0.42567934,2
Files_2848679591467178101,168,12,14,71.07535558,0.1,0.48861933,2
Files_2390071136598156239,168,12,14,68.90766049,0.1,0.76811836,1
Files_-8349899013566112655,168,12,14,66.80140949,0.1,0.78187545,1
Files_6818078365804734926,168,12,14,64.75947074,0.1,0.64588804,2
Files_-8969752318700449121,168,12,14,62.78388844,0.1,0.5714641,2
Files_-1068558134434447575,168,12,14,60.87594651,0.1,0.67907014,2
Files_1561735830986167816,168,12,14,59.03624347,0.1,0.93704383,1
Files_1434958582388413304,180,12,15,76.50426672,0.1,0.45748162,2
Files_-4306390968750853075,180,12,15,74.35775354,0.1,0.4667078,2
Files_4550680869525161259,180,12,15,72.25532837,0.1,0.54115813,2
Files_4491740798765349403,180,12,15,70.20112365,0.1,0.72981224,1
Files_-195681188653100571,180,12,15,68.19859051,0.1,0.58352901,2
Files_-1534985823796179229,180,12,15,66.25050551,0.1,0.95213427,1
Files_5650046793148850068,180,12,15,64.35899418,0.1,0.92695063,1
Files_8131349792672098753,180,12,15,62.52556837,0.1,1.01501953,1
Files_1466857456403943000,180,12,15,60.75117366,0.1,1.03558738,1
Files_-683720931665568612,192,12,16,77.31961651,0.1,0.48716016,2
Files_-2488546450923092786,192,12,16,75.2916961,0.1,0.50983883,2
Files_3228352053923734963,192,12,16,73.30075577,0.1,0.7838245,1
Files_-1509000595509212173,192,12,16,71.35046125,0.1,0.89124381,1
Files_805147975748120516,192,12,16,69.44395478,0.1,0.997685,1
Files_6028076018464083219,192,12,16,67.58385252,0.1,1.04290333,1
Files_-4811038634897297312,192,12,16,65.77225468,0.1,1.07797733,1
Files_-7396871563967576043,192,12,16,64.01076642,0.1,1.10238552,1
Files_-5038007729951836734,192,12,16,62.30052719,0.1,1.09498973,1
Files_-8434481021072525789,204,12,17,78.04341576,0.1,0.54283343,2
Files_6641051759708561350,204,12,17,76.1224702,0.1,0.5576511,2
Files_3652884125105675561,204,12,17,74.23281746,0.1,0.91801555,1
Files_-5049495996852703309,204,12,17,72.37770277,0.1,0.98110002,1
Files_7993842532793469281,204,12,17,70.55996517,0.1,1.05667892,1
Files_-6267375992724942252,204,12,17,68.78203042,0.1,1.13091218,1
Files_-1948649920929344042,204,12,17,67.04591346,0.1,1.15562899,1
Files_3687339089504809292,204,12,17,65.35322915,0.1,1.14911793,1
Files_-8312764988772297820,204,12,17,63.70520993,0.1,1.14861875,1
Files_3204987454478560224,216,12,18,78.69006753,0.1,0.77555827,1
Files_-4362672558515117518,216,12,18,76.86597769,0.1,0.58932085,2
Files_8684481242026080784,216,12,18,75.06858282,0.1,0.98356092,1
Files_-1645763639556756423,216,12,18,73.30075577,0.1,1.06986276,1
Files_5721566217462041595,216,12,18,71.56505118,0.1,1.13755972,1
Files_-2044042575274696447,216,12,18,69.86369657,0.1,1.17917756,1
Files_-7219137608846654779,216,12,18,68.19859051,0.1,1.2143696,1
Files_-7622617666910209070,216,12,18,66.57130719,0.1,1.22955948,1
Files_3917630061428293489,216,12,18,64.98310652,0.1,1.22595064,1
Files_-4179453682358993023,228,12,19,79.2711407,0.1,0.59862581,2
Files_2026941276509265916,228,12,19,77.53506716,0.1,0.66206972,2
Files_-5079487182885059390,228,12,19,75.82193559,0.1,1.05135143,1
Files_5336246221503557045,228,12,19,74.1342922,0.1,1.11615192,1
Files_1442768966624549748,228,12,19,72.47443163,0.1,1.18017614,1
Files_3739039723421598346,228,12,19,70.84438755,0.1,1.23965907,1
Files_-6534834053482756331,228,12,19,69.24592868,0.1,1.27813251,1
Files_-84340961756021723,228,12,19,67.68055961,0.1,1.29135774,1
Files_5910038154666297407,228,12,19,66.14952609,0.1,1.27704322,1
Files_-1742912906737647661,240,12,20,79.79602628,0.1,0.92349786,1
Files_-4493498133406544741,240,12,20,78.14022088,0.1,0.6702978,2
Files_1107913470194723415,240,12,20,76.50426672,0.1,1.10435129,1
Files_-60392483969212506,240,12,20,74.89042488,0.1,1.16011201,1
Files_5767327165667385936,240,12,20,73.30075577,0.1,1.23674631,1
Files_-5615577948594804509,240,12,20,71.73711006,0.1,1.30312964,1
Files_4164695686571659514,240,12,20,70.20112365,0.1,1.31777527,1
Files_8098219772989746479,240,12,20,68.69421638,0.1,1.33817217,1
Files_-347806880282253601,240,12,20,67.21759427,0.1,1.3272219,1
Files_6115319197198495640,252,12,21,80.27242145,0.1,0.61678242,2
Files_7752058035765361721,252,12,21,78.69006753,0.1,1.03946324,1
Files_5073021698168472941,252,12,21,77.12499844,0.1,1.14592996,1
Files_-3445557435722116359,252,12,21,75.57922687,0.1,1.21096204,1
Files_-695114647068015902,252,12,21,74.0546041,0.1,1.27524585,1
Files_1763933875560366239,252,12,21,72.55281158,0.1,1.34674401,1
Files_-2781443591404098343,252,12,21,71.07535558,0.1,1.35608492,1
Files_-8051007632043510457,252,12,21,69.62356479,0.1,1.38941859,1
Files_-7070424410544221410,252,12,21,68.19859051,0.1,1.37024493,1
Files_-1424272836196539972,264,12,22,80.7066914,0.1,0.96224379,1
Files_4341319181118152630,264,12,22,79.19176906,0.1,1.0890217,1
Files_370988380255207508,264,12,22,77.69198418,0.1,1.18835426,1
Files_1331714668681262980,264,12,22,76.2091331,0.1,1.25770713,1
Files_-7644836376178606051,264,12,22,74.7448813,0.1,1.32795463,1
Files_464249094989799381,264,12,22,73.30075577,0.1,1.38155644,1
Files_6726036662258275134,264,12,22,71.87813975,0.1,1.41734309,1
Files_1462510152722040054,264,12,22,70.47826972,0.1,1.41930083,1
Files_-1153612812383500959,264,12,22,69.1022345,0.1,1.41038363,1
Files_-6538910822510722688,276,12,23,81.10414303,0.1,1.0129664,1
Files_-6623582315545311709,276,12,23,79.65131591,0.1,1.13002132,1
Files_-2974948322659546717,276,12,23,78.2118167,0.1,1.21718705,1
Files_4537561863493975044,276,12,23,76.78725312,0.1,1.30839645,1
Files_-4714502689233921517,276,12,23,75.37912601,0.1,1.36895847,1
Files_-4190948903154799302,276,12,23,73.98882252,0.1,1.41777257,1
Files_-6905419948401669512,276,12,23,72.61761112,0.1,1.44694027,1
